gauge,unit_weight
0.02,7.862E-05
0.021,8.684E-05
0.022,9.6E-05
0.023,0.00010509
0.024,0.00011353
0.025,0.00012339
0.026,0.00013253
0.027,0.00014397
0.029,0.00016838
0.03,0.00018092
0.032,0.00020352
0.034,0.00022752
0.035,0.00024006
0.036,0.00025417
0.039,0.00030063
0.042,0.00034808
0.045,0.00040245
0.047,0.00043634
0.049,0.00047368
0.052,0.00053224
0.053,0.00054852
0.056,0.00061132
0.059,0.00068005
