gauge,unit_weight
0.032,0.00020465
0.04,0.00029409
0.045,0.00036457
0.05,0.00042635
0.055,0.00058296
0.06,0.00067781
0.065,0.00073365
0.07,0.00087014
0.075,0.00095857
0.08,0.00111879
0.085,0.00124034
0.09,0.00151382
0.095,0.0015655
0.1,0.00169349
0.105,0.00183626
0.11,0.00218579
0.125,0.00263432
0.13,0.00277435
0.145,0.00327321
