gauge,unit_weight
0.022,9.802E-05
0.024,0.00011594
0.025,0.00012592
0.026,0.00013536
0.03,0.00018507
0.032,0.00020839
0.034,0.00023316
0.035,0.0002461
0.036,0.00026045
0.04,0.00032631
0.042,0.00035735
0.044,0.00038985
0.045,0.00040665
0.046,0.00042565
0.05,0.00050824
0.052,0.00054686
0.054,0.00058694
0.056,0.00062847
