gauge,unit_weight
0.022,9.44E-05
0.024,0.0001168
0.026,0.0001317
0.028,0.0001484
0.03,0.0001975
0.032,0.0002156
0.034,0.0002415
0.036,0.0002769
0.04,0.0003189
0.042,0.0003407
0.044,0.000359
0.046,0.0004127
0.048,0.0004437
0.05,0.0004149
0.052,0.000494
0.054,0.0005709
