gauge,unit_weight
0.028,0.00015433
0.042,0.00032252
0.052,0.00051322
0.032,0.00019
0.035,0.00022362
0.04,0.00029322
0.045,0.0003724
0.05,0.00046463
0.055,0.00054816
0.06,0.0006654
0.07,0.00093218
0.065,0.00079569
0.075,0.00104973
0.08,0.00116023
0.085,0.00133702
0.09,0.00150277
0.095,0.00169349
0.1,0.00179687
0.105,0.00198395
0.11,0.0022744
0.12,0.0025028
0.125,0.0027481
0.13,0.00301941
0.135,0.00315944
0.145,0.00363204
